product_name,page_url,technical_sheet_url,buy_url,calculator_url,summary_public,finish,recommended_use,surface_targets,benefit_tags,application_methods,related_products,coverage_ranges,drying_times,dilution_hints,presentations,inventory_match_name,inventory_match_ref,inventory_match_score,inventory_match_source,canonical_family_from_inventory,decision,decision_note
Epoxy Zinc Primer 10055/10056/13267,https://www.pintuco.com.co/productos/epoxy-zinc-primer-10055-10056-13267/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-epoxy-zinc-primer-10055-10056-13267.pdf,https://tienda.pintuco.com/,,Epoxy Zinc Primer 10055/10056/13267 es un imprimante epóxico rico en zinc en tres componentes en envases separados que al mezclarse forman un galón de mezcla.,,Epoxy Zinc Primer 10055/10056/13267 es un imprimante epóxico rico en zinc en tres componentes en envases separados que al mezclarse forman un galón de mezcla.,metal | exterior,durabilidad,,,,,,galón,PORTACANDADO 4 ZINC C18,F51018521,85.5,db:vw_inventario_agente,PORTACANDADO ZINC C18,cuarentena,Falta señal de familia/marca suficientemente fuerte
Barniz poliuretano,https://www.pintuco.com.co/productos/barniz-poliuretano/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-barniz-poliuretano.pdf,https://tienda.pintuco.com/,,"Barniz Poliuretano de dos componentes, que al mezclarse proporciona un acabado brillante de alta durabilidad, flexibilidad, de buena resistencia a la abrasión, acabado transparente y brillante.",,"Barniz Poliuretano de dos componentes, que al mezclarse proporciona un acabado brillante de alta durabilidad, flexibilidad, de buena resistencia a la abrasión, acabado transparente y brillante.",metal,durabilidad,,,,,,,BARNIZ POLIURETANO 2K 52225-0101 1G,10014954,90.0,db:vw_inventario_agente,BARNIZ POLIURETANO 2K,cuarentena,Falta señal de familia/marca suficientemente fuerte
Pintura Esmalte Poliuretano 113XX/11351,https://www.pintuco.com.co/productos/esmalte-poliuretano-113xx-11351/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-esmalte-poliuretano-113XX-11351.pdf,https://tienda.pintuco.com/,,"Esmalte Poliuretano 113XX/11351 (poliéster uretano) de dos componentes, que al mezclarse proporciona un acabado brillante de alta durabilidad, resistente a la abrasión, la humedad, y la decoloración en ambientes industriales de alta contaminación.",,"Esmalte Poliuretano 113XX/11351 (poliéster uretano) de dos componentes, que al mezclarse proporciona un acabado brillante de alta durabilidad, resistente a la abrasión, la humedad, y la decoloración en ambientes industriales de alta contaminación.",metal | madera,impermeable | durabilidad,,,,,,,POLIURETANO 2K NEGRO GAL,10014937,85.5,db:vw_inventario_agente,POLIURETANO 2K NEGRO GAL,cuarentena,Falta señal de familia/marca suficientemente fuerte
Sellador Base Bajo Olor 2K para maderas,https://www.pintuco.com.co/productos/base-bajo-olor-2k-para-maderas/,https://www.pintuco.com.co/download/101745/?tmstv=1762893594,https://tienda.pintuco.com/,,"Sellador / Base Bajo Olor 2K es un producto de dos componentes que permite llenar los poros de la madera con sellador de alta transparencia o base de alto poder cubriente, que generan adherencia y tersura en la superficie que va a ser usada en interiores y no va a estar expuesta a intemperie ni a humedad permanente.",,"Sellador / Base Bajo Olor 2K es un producto de dos componentes que permite llenar los poros de la madera con sellador de alta transparencia o base de alto poder cubriente, que generan adherencia y tersura en la superficie que va a ser usada en interiores y no va a estar expuesta a intemperie ni a humedad permanente.",madera | interior | exterior,impermeable | alto_cubrimiento,,,,,,1/4 galón | galón | 5 galones,"DISCO PARA CONCRETO 7""",56254161,85.5,db:vw_inventario_agente,"DISCO PARA CONCRETO """,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Laca Bajo Olor 2K,https://www.pintuco.com.co/productos/laca-bajo-olor-2k/,https://www.pintuco.com.co/download/101750/?tmstv=1762894385,https://tienda.pintuco.com/,,Lacas Bajo Olor 2K es un producto de dos componentes que protege y da un acabado final tipo Premium (similar a los poliuretanos en brillo y tersura) a la madera de uso interior y que no va a estar expuesta a intemperie ni a humedad permanente.,,Lacas Bajo Olor 2K es un producto de dos componentes que protege y da un acabado final tipo Premium (similar a los poliuretanos en brillo y tersura) a la madera de uso interior y que no va a estar expuesta a intemperie ni a humedad permanente.,madera | interior | exterior,impermeable,,,,,,galón,MADETEC BO 2K SELLA ALTA TRANS 28119 50G,10388059,85.5,db:vw_inventario_agente,MADETEC BO 2K SELLA ALTA TRANS,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Sellomax Ultra,https://www.pintuco.com.co/productos/sellomax-ultra/,https://www.pintuco.com.co/wp-content/uploads/2019/12/sellomax-ultra-antialcalino.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Sellomax Ultra,,,,,,,,,,,galón,PQ SELLOMAX ULTRA WHITE 18.93L,5949676,90.0,db:vw_inventario_agente,SELLOMAX ULTRA WHITE,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Interzinc 52,https://www.pintuco.com.co/productos/interzinc-52/,https://international.brand.akzonobel.com/m/1df9514423aff498/original/Interzinc_52_spa_A4_20170516.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERZINC 52 EPA175/20L/AA7,5891345,90.0,db:vw_inventario_agente,INTERZINC EPA175,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Interzinc 22,https://www.pintuco.com.co/productos/interzinc-22/,https://international.brand.akzonobel.com/m/73bbb0a021ac2fac/original/Interzinc_22_spa_A4_20161123.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERZINC 22 QHA500/20L/AA7,5898959,90.0,db:vw_inventario_agente,INTERZINC QHA500,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Intergard 740,https://www.pintuco.com.co/productos/intergard-740/,https://marinecoatings.brand.akzonobel.com/m/5676c9196b33bcce/original/Intergard_740_spa_A4_20180801.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERGARD 740 ECA914/1GL/UH,5362844,90.0,db:vw_inventario_agente,INTERGARD 740 ECA914 UH,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Intertherm 50,https://www.pintuco.com.co/productos/intertherm-50/,https://international.brand.akzonobel.com/m/6570a118e5307900/original/Intertherm_50_spa_A4_20200609.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,5 galones,INTERTHERM 50 HTA097/20L/AA7,5864048,90.0,db:vw_inventario_agente,INTERTHERM HTA097,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Interswift 6600,https://www.pintuco.com.co/productos/interswift-6600/,https://marinecoatings.brand.akzonobel.com/m/3f28749c06e4d2c2/original/Interswift_6600_spa_usa_A4_20210106.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,,INTERSWIFT 6600 CAFE BMA67818/20LTS 5 G,10378808,90.0,db:vw_inventario_agente,INTERSWIFT 6600 CAFE BMA67818 20LTS G,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Aerocolor Pintura Fluorescente en Aerosol,https://www.pintuco.com.co/productos/aerocolor-pintura-fluorescente-en-aerosol/,https://www.pintuco.com.co/download/48715/?tmstv=1725638145,https://tienda.pintuco.com/,,"Aerocolor Pintura Fluorescente en Aerosol se usa en superficies como madera, metal, cartón o paredes, es ideal para elaborar avisos publicitarios y señales de seguridad.",,"Aerocolor Pintura Fluorescente en Aerosol se usa en superficies como madera, metal, cartón o paredes, es ideal para elaborar avisos publicitarios y señales de seguridad.",metal | madera | mamposteria | interior | exterior,alto_cubrimiento,,estuco,,,,,AEROCOLOR BASE GRIS 300ML,10283241,85.5,db:vw_inventario_agente,AEROCOLOR BASE,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Aerocolor Pintura en Aerosol para Altas Temperaturas,https://www.pintuco.com.co/productos/aerocolor-pintura-en-aerosol-para-altas-temperaturas/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-aerocolor-altas-temperaturas-v3.pdf,https://tienda.pintuco.com/,,"Pintura en Aerosol para Altas Temperaturas es recomendada para proteger superficies metálicas, expuestas a temperaturas de hasta 350°C como: mofles o tubos de escape de motores, hornos, BBQ y calderas.",,"Pintura en Aerosol para Altas Temperaturas es recomendada para proteger superficies metálicas, expuestas a temperaturas de hasta 350°C como: mofles o tubos de escape de motores, hornos, BBQ y calderas.",metal | exterior,anticorrosivo,,,,,,,"DISCO PARA CONCRETO 7""",56254161,85.5,db:vw_inventario_agente,"DISCO PARA CONCRETO """,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Aerocolor Pintura en Aerosol para Rines,https://www.pintuco.com.co/productos/aerocolor-pintura-en-aerosol-para-rines/,https://www.pintuco.com.co/download/48978/?tmstv=1672344797,https://tienda.pintuco.com/,,"Pintura en aerosol para rines es ideal para embellecer, proteger y generar mayor durabilidad en los aros/rines de automóviles, motocicletas y vehículos en general.",,"Pintura en aerosol para rines es ideal para embellecer, proteger y generar mayor durabilidad en los aros/rines de automóviles, motocicletas y vehículos en general.",metal | exterior,durabilidad,,,,,,,"DISCO PARA CONCRETO 7""",56254161,85.5,db:vw_inventario_agente,"DISCO PARA CONCRETO """,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Aerocolor Pintura Anticorrosiva en Aerosol,https://www.pintuco.com.co/productos/aerocolor-pintura-anticorrosiva-en-aerosol/,https://www.pintuco.com.co/download/48993/?tmstv=1672344798,https://tienda.pintuco.com/,,"Pintura en aerosol anticorrosiva , ideal para proteger contra la oxidación y mejorar la adherencia de la pintura final de acabado en superficies metálicas.",,"Pintura en aerosol anticorrosiva , ideal para proteger contra la oxidación y mejorar la adherencia de la pintura final de acabado en superficies metálicas.",metal | interior | exterior,anticorrosivo,,,,,,,AEROCOLOR BASE GRIS 300ML,10283241,85.5,db:vw_inventario_agente,AEROCOLOR BASE,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Aerocolor Pintura en Aerosol Metalizada,https://www.pintuco.com.co/productos/aerocolor-pintura-en-aerosol-metalizada/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-aerocolor-pintura-metalizada-v3.pdf,https://tienda.pintuco.com/,,"Aerocolor Pintura en Aerosol Metalizada con alta adherencia y durabilidad en superficies como madera, metal, cerámica o cartón que requieran restauración, protección y/o decoración.",,"Aerocolor Pintura en Aerosol Metalizada con alta adherencia y durabilidad en superficies como madera, metal, cerámica o cartón que requieran restauración, protección y/o decoración.",metal | madera | interior | exterior,alto_cubrimiento | durabilidad,,,,,,,AEROCOLOR BASE GRIS 300ML,10283241,85.5,db:vw_inventario_agente,AEROCOLOR BASE,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Pintutráfico Acrílico Base Solvente,https://www.pintuco.com.co/productos/pintura-pintutrafico-multiproposito-acrilico-base-solvente/,https://www.pintuco.com.co/download/64962/?tmstv=1672344835,https://tienda.pintuco.com/,,"Pintutráfico Base Solvente es una pintura base solvente acrílica modificada de uso profesional para demarcación vial, de acabado mate, resistente a la humedad y a la abrasión vehicular.",,"Pintutráfico Base Solvente es una pintura base solvente acrílica modificada de uso profesional para demarcación vial, de acabado mate, resistente a la humedad y a la abrasión vehicular.",exterior | piso,impermeable | alto_cubrimiento | rapido_secado | durabilidad,,,,,,1/4 galón | galon | galón | 5 galones,PINTUTRAFICO ACRILICO BASE SOLV AZUL 1G,10282848,93.94,backend_lookup,PINTUTRAFICO ACRILICO BASE SOLV,cuarentena,Falta señal de familia/marca suficientemente fuerte
Pintutráfico Premium Acrílica Base Agua,https://www.pintuco.com.co/productos/pintura-acrilica-base-agua-high-performance/,https://www.pintuco.com.co/download/61399/?tmstv=1672344816,https://tienda.pintuco.com/,,"Pintura acrílica pura base agua con excelente resistencia a la abrasión severa y gran variedad de contaminantes; con mayor contenido de sólidos por volumen, de excelente retención de esferas de vidrio, durable, de gran resistencia y rápido secamiento.",,"Pintura acrílica pura base agua con excelente resistencia a la abrasión severa y gran variedad de contaminantes; con mayor contenido de sólidos por volumen, de excelente retención de esferas de vidrio, durable, de gran resistencia y rápido secamiento.",exterior | piso,durabilidad,,,,,,5 galones,AEROCOLOR BASE GRIS 300ML,10283241,85.5,db:vw_inventario_agente,AEROCOLOR BASE,cuarentena,Falta señal de familia/marca suficientemente fuerte
Sellador Base Catalizada al ácido para maderas,https://www.pintuco.com.co/productos/base-catalizada-al-acido-para-maderas/,https://www.pintuco.com.co/download/101754/?tmstv=1762893877,https://tienda.pintuco.com/,,"Sellador / Base Catalizado al ácido para maderas es un producto de dos componentes, de secado por reacción, diseñados para promover el proceso de acondicionamiento y sellado en todo tipo de madera y/o sus derivados.",,"Sellador / Base Catalizado al ácido para maderas es un producto de dos componentes, de secado por reacción, diseñados para promover el proceso de acondicionamiento y sellado en todo tipo de madera y/o sus derivados.",madera,rapido_secado,,,,,,galón,KORAZA PLASTICA BASE TINT 2.5G,10127998,85.5,db:vw_inventario_agente,KORAZA PLASTICA .,cuarentena,Falta señal de familia/marca suficientemente fuerte
Tintes para Maderas,https://www.pintuco.com.co/productos/tinte-para-maderas/,https://www.pintuco.com.co/download/101108/?tmstv=1761835678,https://tienda.pintuco.com/,,"Tinte para maderas es una solución base solvente, concentradas de colorantes de rápido secado, alto rendimiento y concentración.",,"Tinte para maderas es una solución base solvente, concentradas de colorantes de rápido secado, alto rendimiento y concentración.",madera | exterior,rapido_secado,,,,,,1/4 galón | galón | 5 galones,MH TINTES PARA MADERA MIEL 7435 0.95L,5891258,94.74,backend_lookup,MH TINTES PARA MADERA MIEL,cuarentena,Falta señal de familia/marca suficientemente fuerte
Sellador Nitro para Maderas,https://www.pintuco.com.co/productos/sellador-nitro-para-maderas/,https://www.pintuco.com.co/download/48785/?tmstv=1672344797,https://tienda.pintuco.com/,,"Sellador Nitro para Maderas es un sellador Nitrocelulósico, monocomponente, transparente, de rápido secado por evaporación, ideal para preparar la superficie y llenar los poros de la madera.",,"Sellador Nitro para Maderas es un sellador Nitrocelulósico, monocomponente, transparente, de rápido secado por evaporación, ideal para preparar la superficie y llenar los poros de la madera.",madera,impermeable | rapido_secado,,,,,,1/4 galón | galón | 5 galones,PISTON PARA BOMBAS,F51018611,85.5,db:vw_inventario_agente,PISTON PARA BOMBAS,cuarentena,Falta señal de familia/marca suficientemente fuerte
Laca Nitro para Maderas,https://www.pintuco.com.co/productos/laca-nitro-para-maderas/,https://www.pintuco.com.co/download/48771/?tmstv=1672344796,https://tienda.pintuco.com/,,"Laca Nitro es una laca Nitrocelulósica, monocomponente, de alta transparencia, rápido secado por evaporación, que proporciona grado de brillo, protección y acabado terso.",,"Laca Nitro es una laca Nitrocelulósica, monocomponente, de alta transparencia, rápido secado por evaporación, que proporciona grado de brillo, protección y acabado terso.",,impermeable | rapido_secado,,,,,,galón | 5 galones,MH TINTES PARA MADERA AMARILL 7420 0.95L,5891261,85.5,db:vw_inventario_agente,MH TINTES PARA MADERA AMARILL,cuarentena,Falta señal de familia/marca suficientemente fuerte
Pintutráfico plástico en frío en llana,https://www.pintuco.com.co/productos/pintutrafico-plastico-en-frio-en-llana/,https://www.pintuco.com.co/download/49792/?tmstv=1672344800,https://tienda.pintuco.com/,,Pintura en dos componentes basadas en resinas metil metacrilato 100% puro.,,Pintura en dos componentes basadas en resinas metil metacrilato 100% puro.,piso,durabilidad,,,,,,galón,"LLANA LISA LUFKIN 5/8*11""",56255028,85.5,db:vw_inventario_agente,"LLANA LISA LUFKIN * """,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Pintutráfico plástico en frío en spray,https://www.pintuco.com.co/productos/pintutrafico-plastico-en-frio-en-spray/,https://www.pintuco.com.co/download/51350/?tmstv=1672344803,https://tienda.pintuco.com/,,Pintura 100% sólidos en tres componentes basada en resinas metil metacrilato 100% puro para aplicar con equipo airless especial (mezcla 1:1).,,Pintura 100% sólidos en tres componentes basada en resinas metil metacrilato 100% puro para aplicar con equipo airless especial (mezcla 1:1).,exterior | piso,durabilidad,airless,,,,,,PINTUTRAFICO PLASTICO FRIO SPRAY 1 - 1 C,10289843,90.75,db:vw_inventario_agente,PINTUTRAFICO PLASTICO FRIO SPRAY C,cuarentena,Falta señal de familia/marca suficientemente fuerte
Pintura Viniltex Pro 450,https://www.pintuco.com.co/productos/pintura-viniltex-pro-450/,https://www.pintuco.com.co/download/64508/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Pintura Viniltex Pro 450,"Viniltex PRO 450 es una pintura de acabado base agua fabricada a partir de copolímeros acrílicos, de acabado mate y alta lavabilidad y cubrimiento, de alta resistencia al desgaste con bajo VOC (Compuestos Volátiles Orgánicos) y bajo olor.",,"Viniltex PRO 450 es una pintura de acabado base agua fabricada a partir de copolímeros acrílicos, de acabado mate y alta lavabilidad y cubrimiento, de alta resistencia al desgaste con bajo VOC (Compuestos Volátiles Orgánicos) y bajo olor.",,ultralavable | alto_cubrimiento,,viniltex,,,,5 galones,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,85.5,db:vw_inventario_agente,KORAZA PRO 550 VD237 D BRILLO EN OLAS,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Pintura Viniltex Pro 650,https://www.pintuco.com.co/productos/pintura-viniltex-pro-650/,https://www.pintuco.com.co/download/64511/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Pintura Viniltex Pro 650,"Viniltex PRO 650 es una pintura Tipo 1 base agua, fabricada a partir de copolímeros acrílicos, de acabado mate, máxima lavabilidad y cubrimiento.",,"Viniltex PRO 650 es una pintura Tipo 1 base agua, fabricada a partir de copolímeros acrílicos, de acabado mate, máxima lavabilidad y cubrimiento.",interior,ultralavable | alto_cubrimiento,,viniltex,,,,5 galones,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,85.5,db:vw_inventario_agente,KORAZA PRO 550 VD237 D BRILLO EN OLAS,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Pintura Acrílica Alta Asepsia Antibacterial,https://www.pintuco.com.co/productos/pintura-acrilica-alta-asepsia/,https://www.pintuco.com.co/download/64492/?tmstv=1731517887,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Pintura Acrílica Alta Asepsia Antibacterial,"Pintura Acrílica Alta Asepsia es un recubrimiento acrílico, biocida y de alta resistencia, de uso interior y exterior, formulada para ambientes que requieran lavado y desinfección moderada y un alto nivel de higiene, por su bajo olor, fácil aplicación y rápido secado es ideal para lugares que requieran poner rápidament",,"Pintura Acrílica Alta Asepsia es un recubrimiento acrílico, biocida y de alta resistencia, de uso interior y exterior, formulada para ambientes que requieran lavado y desinfección moderada y un alto nivel de higiene, por su bajo olor, fácil aplicación y rápido secado es ideal para lugares que requieran poner rápidament",interior | exterior,antibacterial | antihongos | alto_cubrimiento | rapido_secado,,,,,,galón | 5 galones,THINNER ALTA CALIDAD 1/2 GL,51000022,85.5,db:vw_inventario_agente,THINNER ALTA CALIDAD,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Pintura Koraza Pro 550,https://www.pintuco.com.co/productos/pintura-koraza-pro-550/,https://www.pintuco.com.co/download/64486/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Pintura Koraza Pro 550,"Koraza PRO 550 es una Pintura Exterior de Alta Resistencia, base agua, fabricada a partir de polímeros 100% acrílicos de acabado mate, máxima protección contra el ataque de hongos y alta resistencia a la intemperie.",,"Koraza PRO 550 es una Pintura Exterior de Alta Resistencia, base agua, fabricada a partir de polímeros 100% acrílicos de acabado mate, máxima protección contra el ataque de hongos y alta resistencia a la intemperie.",exterior,antihongos | impermeable | durabilidad,,koraza,,,,5 galones,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,85.5,db:vw_inventario_agente,KORAZA PRO 550 VD237 D BRILLO EN OLAS,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Revofast Revoque en polvo,https://www.pintuco.com.co/productos/revoque-revofast/,https://www.pintuco.com.co/download/64461/?tmstv=1744757427,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=estucos&&name_product=Revofast Revoque en polvo,"Revofast es un mortero listo, ideal para nivelar cielos y muros interiores y exteriores reemplazando el uso de revoques o pañetes tradicionales.",,"Revofast es un mortero listo, ideal para nivelar cielos y muros interiores y exteriores reemplazando el uso de revoques o pañetes tradicionales.",mamposteria | interior | exterior,rapido_secado,,,,,,,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,85.5,db:vw_inventario_agente,KORAZA PRO 550 VD237 D BRILLO EN OLAS,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Pintura Intervinil Pro 200,https://www.pintuco.com.co/productos/pintura-intervinil-pro-200/,https://www.pintuco.com.co/download/64498/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Pintura Intervinil Pro 200,"Intervinil PRO 200 es una pintura Tipo 2 base agua, fabricada a partir de copolímeros acrílicos, de acabado mate, diseñada para brindar mayor productividad y economía en primeras manos, ya que permite altas diluciones conservando buen cubrimiento.",,"Intervinil PRO 200 es una pintura Tipo 2 base agua, fabricada a partir de copolímeros acrílicos, de acabado mate, diseñada para brindar mayor productividad y economía en primeras manos, ya que permite altas diluciones conservando buen cubrimiento.",,alto_cubrimiento,,,,,Contiene instrucciones de dilución en la página pública,5 galones,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,85.5,db:vw_inventario_agente,KORAZA PRO 550 VD237 D BRILLO EN OLAS,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Estuco Obras Plástico,https://www.pintuco.com.co/productos/estuco-profesional-obras/,https://www.pintuco.com.co/download/64458/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=estucos&&name_product=Estuco Obras Plástico,"Estuco Obras Plástico esuna masilla plástica de alta blancura para uso interior como solución especializada para obras, listo para usar y de excelente adherencia sobre diferentes materiales de construcción.",,"Estuco Obras Plástico esuna masilla plástica de alta blancura para uso interior como solución especializada para obras, listo para usar y de excelente adherencia sobre diferentes materiales de construcción.",madera | mamposteria | interior | exterior,,,estuco,,,,,ESGRAFIADO OBRAS CHOCOLATE 300 KG,10249599,85.5,db:vw_inventario_agente,ESGRAFIADO OBRAS CHOCOLATE,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
Estuco Flex Acrílico Flexible,https://www.pintuco.com.co/productos/estuco-flex-acrilico-flexible/,https://www.pintuco.com.co/download/64441/?tmstv=1724681562,https://tienda.pintuco.com/,,,,,,,,,,,,,ESTUCO LISTO X KILO,56253777,85.5,db:vw_inventario_agente,ESTUCO LISTO X KILO,cuarentena,La página pública tiene poca densidad técnica; revisar manualmente
Pintutráfico Acrílico Base Agua,https://www.pintuco.com.co/productos/pintura-pintutrafico-acrilico-base-agua/,https://www.pintuco.com.co/download/51524/?tmstv=1672344807,https://tienda.pintuco.com/,,"Pintura 100% acrílica pura para demarcación horizontal, con excelente visibilidad diurna y nocturna, resistente a la abrasión severa y a gran variedad de contaminantes, durable y de rápido secamiento.",,"Pintura 100% acrílica pura para demarcación horizontal, con excelente visibilidad diurna y nocturna, resistente a la abrasión severa y a gran variedad de contaminantes, durable y de rápido secamiento.",piso,durabilidad,,,,,,5 galones,PINTUTRAFICO ACRILICO B AGUA ALTO DE 50G,10114347,94.92,backend_lookup,PINTUTRAFICO ACRILICO B AGUA ALTO DE,cuarentena,Falta señal de familia/marca suficientemente fuerte
Pintutrafico Premium Acrílica Base Solvente,https://www.pintuco.com.co/productos/pintutrafico-acrilica-base-solvente/,https://www.pintuco.com.co/download/85831/?tmstv=1721324365,https://tienda.pintuco.com/,,"Pintura con resinas acrílicas puras a base de solvente, con excelente resistencia a la abrasión severa y a gran variedad de contaminantes; de alta retención de las esferas de vidrio, durable y rápido secamiento.",,"Pintura con resinas acrílicas puras a base de solvente, con excelente resistencia a la abrasión severa y a gran variedad de contaminantes; de alta retención de las esferas de vidrio, durable y rápido secamiento.",exterior,durabilidad,,,,,,5 galones,AEROCOLOR BASE GRIS 300ML,10283241,85.5,db:vw_inventario_agente,AEROCOLOR BASE,cuarentena,Falta señal de familia/marca suficientemente fuerte
Pintura para Tráfico,https://www.pintuco.com.co/productos/pintura-para-parqueaderos/,https://www.pintuco.com.co/download/49777/?tmstv=1672344800,https://tienda.pintuco.com/,,"Pintura acrílica para demarcación horizontal, con excelente visibilidad diurna y nocturna, resistente a la abrasión severa y a gran variedad de contaminantes, durable y de rápido secamiento para apertura al tráfico y entre manos.",,"Pintura acrílica para demarcación horizontal, con excelente visibilidad diurna y nocturna, resistente a la abrasión severa y a gran variedad de contaminantes, durable y de rápido secamiento para apertura al tráfico y entre manos.",piso,durabilidad,,,,,,galón | galon,MH TINTES PARA MADERA AMARILL 7420 0.95L,5891261,85.5,db:vw_inventario_agente,MH TINTES PARA MADERA AMARILL,cuarentena,Falta señal de familia/marca suficientemente fuerte
Imprimante acrílico negro,https://www.pintuco.com.co/productos/imprimante-acrilico-negro/,https://www.pintuco.com.co/download/51395/?tmstv=1672344804,https://tienda.pintuco.com/,,Imprimante acrílico negro para demarcación de pavimentos es resistente a la abrasión y a gran variedad de contaminantes.,,Imprimante acrílico negro para demarcación de pavimentos es resistente a la abrasión y a gran variedad de contaminantes.,exterior | piso,durabilidad,,,,,,galón | 5 galones,GLOSSER POLIESTER NEGRO CARBONO G317 1G,10114677,85.5,db:vw_inventario_agente,GLOSSER POLIESTER NEGRO CARBONO G317,cuarentena,Falta señal de familia/marca suficientemente fuerte
Antideslizante Super Grip,https://www.pintuco.com.co/productos/antideslizante-supergrip/,https://www.pintuco.com.co/download/51399/?tmstv=1672344804,https://tienda.pintuco.com/,,"Material granular, irregular, de alta dureza, especial para mejorar la resistencia al deslizamiento.",,"Material granular, irregular, de alta dureza, especial para mejorar la resistencia al deslizamiento.",piso,,,,,,,,F K VINILO SUPER CUBRIENTE PG 4 LLEV 5 G,F51019988,85.5,db:vw_inventario_agente,F K VINILO SUPER CUBRIENTE PG LLEV G,cuarentena,Falta señal de familia/marca suficientemente fuerte
Laca Catalizada al ácido para maderas,https://www.pintuco.com.co/productos/laca-catalizada-para-maderas/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-sistema-catalizado-laca-1.pdf,https://tienda.pintuco.com/,,"Laca Catalizada para maderas es un producto de dos componentes, que protege y da acabado estético final a la madera de uso interior y que no va a estar expuesta a intemperie ni a humedad permanente.",,"Laca Catalizada para maderas es un producto de dos componentes, que protege y da acabado estético final a la madera de uso interior y que no va a estar expuesta a intemperie ni a humedad permanente.",madera | interior | exterior,impermeable,,,,,,galón,"DISCO PARA CONCRETO 7""",56254161,85.5,db:vw_inventario_agente,"DISCO PARA CONCRETO """,cuarentena,"Tiene valor, pero requiere revisión humana antes de enriquecer el RAG"
